Purpose,EntryPeriod,ReturnPeriod,Percent
2,13,25,0
2,13,26,0
2,13,27,0
2,13,28,0
2,13,29,0
2,13,30,0
2,13,31,0
2,13,32,0
2,13,33,0
2,13,34,0
2,13,35,0
2,13,36,0
2,13,37,0
2,13,38,0
2,13,39,0
2,13,40,0
2,13,41,0
2,13,42,0
2,13,43,0
2,13,44,0
2,13,45,0
2,13,46,0
2,13,47,0
2,13,48,0
2,14,14,0
2,14,15,0
2,14,16,0
2,14,17,0
2,14,18,0
2,14,19,0
2,14,20,0
2,14,21,0
2,14,22,0
2,14,23,0
2,14,24,0
2,14,25,0
2,14,26,0
2,14,27,0
2,14,28,0
2,14,29,0
2,14,30,0
2,14,31,0
2,14,32,0
2,14,33,0
2,14,34,0
2,14,35,0
2,14,36,0
2,14,37,0
2,14,38,0
2,14,39,0
2,14,40,0
2,14,41,0
2,14,42,0
2,14,43,0
2,14,44,0
2,14,45,0
2,14,46,0
2,14,47,0
2,14,48,0
2,15,15,0
2,15,16,0
2,15,17,0
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0
2,15,24,0
2,15,25,0
2,15,26,0
2,15,27,0
2,15,28,0
2,15,29,0
2,15,30,0
2,15,31,0
2,15,32,0
2,15,33,0
2,15,34,0
2,15,35,0
2,15,36,0
2,15,37,0
2,15,38,0
2,15,39,0
2,15,40,0
2,15,41,0
2,15,42,0
2,15,43,0
2,15,44,0
2,15,45,0
2,15,46,0
2,15,47,0
2,15,48,0
2,16,16,0
2,16,17,0
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0
2,16,24,0
2,16,25,0
2,16,26,0
2,16,27,0
2,16,28,0
2,16,29,0
2,16,30,0
2,16,31,0
2,16,32,0
2,16,33,0
2,16,34,0
2,16,35,0
2,16,36,0
2,16,37,0
2,16,38,0
2,16,39,0
2,16,40,0
2,16,41,0
2,16,42,0
2,16,43,0
2,16,44,0
2,16,45,0
2,16,46,0
2,16,47,0
2,16,48,0
2,17,17,0
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0
2,17,24,0
2,17,25,0
2,17,26,0
2,17,27,0
2,17,28,0
2,17,29,0
2,17,30,0
2,17,31,0
2,17,32,0
2,17,33,0
2,17,34,0
2,17,35,0
2,17,36,0
2,17,37,0
2,17,38,0
2,17,39,0
2,17,40,0
2,17,41,0
2,17,42,0
2,17,43,0
2,17,44,0
2,17,45,0
2,17,46,0
2,17,47,0
2,17,48,0
2,18,18,0
2,18,19,0
2,18,20,0
2,18,21,0
2,18,22,0
2,18,23,0
2,18,24,0
2,18,25,0
2,18,26,0
2,18,27,0
2,18,28,0
2,18,29,0
2,18,30,0
2,18,31,0
2,18,32,0
2,18,33,0
2,18,34,0
2,18,35,0
2,18,36,0
2,18,37,0
2,18,38,0
2,18,39,0
2,18,40,0
2,18,41,0
2,18,42,0
2,18,43,0
2,18,44,0
2,18,45,0
2,18,46,0
2,18,47,0
2,18,48,0
2,19,19,0
2,19,20,0
2,19,21,0
2,19,22,0
2,19,23,0
2,19,24,0
2,19,25,0
2,19,26,0
2,19,27,0
2,19,28,0
2,19,29,0
2,19,30,0
2,19,31,0
2,19,32,0
2,19,33,0
2,19,34,0
2,19,35,0
2,19,36,0
2,19,37,0
2,19,38,0
2,19,39,0
2,19,40,0
2,19,41,0
2,19,42,0
2,19,43,0
2,19,44,0
2,19,45,0
2,19,46,0
2,19,47,0
2,19,48,0
2,20,20,0
2,20,21,0
2,20,22,0
2,20,23,0
2,20,24,0
2,20,25,0
2,20,26,0
2,20,27,0
2,20,28,0
2,20,29,0
2,20,30,0
2,20,31,0
2,20,32,0
2,20,33,0
2,20,34,0
2,20,35,0
2,20,36,0
2,20,37,0
2,20,38,0
2,20,39,0
2,20,40,0
2,20,41,0
2,20,42,0
2,20,43,0
2,20,44,0
2,20,45,0
2,20,46,0
2,20,47,0
2,20,48,0
2,21,21,0
2,21,22,0
2,21,23,0
2,21,24,0
2,21,25,0
2,21,26,0
2,21,27,0
2,21,28,0
2,21,29,0
2,21,30,0
2,21,31,0
2,21,32,0
2,21,33,0
2,21,34,0
2,21,35,0
2,21,36,0
2,21,37,0
2,21,38,0
2,21,39,0
2,21,40,0
2,21,41,0
2,21,42,0
2,21,43,0
2,21,44,0
2,21,45,0
2,21,46,0
2,21,47,0
2,21,48,0
2,22,22,0
2,22,23,0
2,22,24,0
2,22,25,0
2,22,26,0
2,22,27,0
2,22,28,0
2,22,29,0
2,22,30,0
2,22,31,0
2,22,32,0
2,22,33,0
2,22,34,0
2,22,35,0
2,22,36,0
2,22,37,0
2,22,38,0
2,22,39,0
2,22,40,0
2,22,41,0
2,22,42,0
2,22,43,0
2,22,44,0
2,22,45,0
2,22,46,0
2,22,47,0
2,22,48,0
2,23,23,0
2,23,24,0
2,23,25,0
2,23,26,0
2,23,27,0
2,23,28,0
2,23,29,0
2,23,30,0
2,23,31,0
2,23,32,0
2,23,33,0
2,23,34,0
2,23,35,0
2,23,36,0
2,23,37,0
2,23,38,0
2,23,39,0
2,23,40,0
2,23,41,0
2,23,42,0
2,23,43,0
2,23,44,0
2,23,45,0
2,23,46,0
2,23,47,0
2,23,48,0
2,24,24,0
2,24,25,0
2,24,26,0
2,24,27,0
2,24,28,0
2,24,29,0
2,24,30,0
2,24,31,0
2,24,32,0
2,24,33,0
2,24,34,0
2,24,35,0
2,24,36,0
2,24,37,0
2,24,38,0
2,24,39,0
2,24,40,0
2,24,41,0
2,24,42,0
2,24,43,0
2,24,44,0
2,24,45,0
2,24,46,0
2,24,47,0
2,24,48,0
2,25,25,0
2,25,26,0
2,25,27,0
2,25,28,0
2,25,29,0
2,25,30,0
2,25,31,0
2,25,32,0
2,25,33,0
2,25,34,0
2,25,35,0
2,25,36,0
2,25,37,0
2,25,38,0
2,25,39,0
2,25,40,0
2,25,41,0
2,25,42,0
2,25,43,0
2,25,44,0
2,25,45,0
2,25,46,0
2,25,47,0
2,25,48,0
2,26,26,0
2,26,27,0
2,26,28,0
2,26,29,0
2,26,30,0
2,26,31,0
2,26,32,0
2,26,33,0
2,26,34,0
2,26,35,0
2,26,36,0
2,26,37,0
2,26,38,0
2,26,39,0
2,26,40,0
2,26,41,0
2,26,42,0
2,26,43,0
2,26,44,0
2,26,45,0
2,26,46,0
2,26,47,0
2,26,48,0
2,27,27,0
2,27,28,0
2,27,29,0
2,27,30,0
2,27,31,0
2,27,32,0
2,27,33,0
2,27,34,0
2,27,35,0
2,27,36,0
2,27,37,0
2,27,38,0
2,27,39,0
2,27,40,0
2,27,41,0
2,27,42,0
2,27,43,0
2,27,44,0
2,27,45,0
2,27,46,0
2,27,47,0
2,27,48,0
2,28,28,0
2,28,29,0
2,28,30,0
2,28,31,0
2,28,32,0
2,28,33,0
2,28,34,0
2,28,35,0
2,28,36,0
2,28,37,0
2,28,38,0
2,28,39,0
2,28,40,0
2,28,41,0
2,28,42,0
2,28,43,0
2,28,44,0
2,28,45,0
2,28,46,0
2,28,47,0
2,28,48,0
2,29,29,0
2,29,30,0
2,29,31,0
2,29,32,0
2,29,33,0
2,29,34,0
2,29,35,0
2,29,36,0
2,29,37,0
2,29,38,0
2,29,39,0
2,29,40,0
2,29,41,0
2,29,42,0
2,29,43,0
2,29,44,0
2,29,45,0
2,29,46,0
2,29,47,0
2,29,48,0
2,30,30,0
2,30,31,0
2,30,32,0
2,30,33,0
2,30,34,0
2,30,35,0
2,30,36,0
2,30,37,0
2,30,38,0
2,30,39,0
2,30,40,0
2,30,41,0
2,30,42,0
2,30,43,0
2,30,44,0
2,30,45,0
2,30,46,0
2,30,47,0
2,30,48,0
2,31,31,0
2,31,32,0
2,31,33,0
2,31,34,0
2,31,35,0
2,31,36,0
2,31,37,0
2,31,38,0
2,31,39,0
2,31,40,0
2,31,41,0
2,31,42,0
2,31,43,0
2,31,44,0
2,31,45,0
2,31,46,0
2,31,47,0
2,31,48,0
2,32,32,0
2,32,33,0
2,32,34,0
2,32,35,0
2,32,36,0
2,32,37,0
2,32,38,0
2,32,39,0
2,32,40,0
2,32,41,0
2,32,42,0
2,32,43,0
2,32,44,0
2,32,45,0
2,32,46,0
2,32,47,0
2,32,48,0
2,33,33,0
2,33,34,0
2,33,35,0
2,33,36,0
2,33,37,0
2,33,38,0
2,33,39,0
2,33,40,0
2,33,41,0
2,33,42,0
2,33,43,0
2,33,44,0
2,33,45,0
2,33,46,0
2,33,47,0
2,33,48,0
2,34,34,0
2,34,35,0
2,34,36,0
2,34,37,0
2,34,38,0
2,34,39,0
2,34,40,0
2,34,41,0
2,34,42,0
2,34,43,0
2,34,44,0
2,34,45,0
2,34,46,0
2,34,47,0
2,34,48,0
2,35,35,0
2,35,36,0
2,35,37,0
2,35,38,0
2,35,39,0
2,35,40,0
2,35,41,0
2,35,42,0
2,35,43,0
2,35,44,0
2,35,45,0
2,35,46,0
2,35,47,0
2,35,48,0
2,36,36,0
2,36,37,0
2,36,38,0
2,36,39,0
2,36,40,0
2,36,41,0
2,36,42,0
2,36,43,0
2,36,44,0
2,36,45,0
2,36,46,0
2,36,47,0
2,36,48,0
2,37,37,0
2,37,38,0
2,37,39,0
2,37,40,0
2,37,41,0
2,37,42,0
2,37,43,0
2,37,44,0
2,37,45,0
2,37,46,0
2,37,47,0
2,37,48,0
2,38,38,0
2,38,39,0
2,38,40,0
2,38,41,0
2,38,42,0
2,38,43,0
2,38,44,0
2,38,45,0
2,38,46,0
2,38,47,0
2,38,48,0
2,39,39,0
2,39,40,0
2,39,41,0
2,39,42,0
2,39,43,0
2,39,44,0
2,39,45,0
2,39,46,0
2,39,47,0
2,39,48,0
2,40,40,0
2,40,41,0
2,40,42,0
2,40,43,0
2,40,44,0
2,40,45,0
2,40,46,0
2,40,47,0
2,40,48,0
2,41,41,0
2,41,42,0
2,41,43,0
2,41,44,0
2,41,45,0
2,41,46,0
2,41,47,0
2,41,48,0
2,42,42,0
2,42,43,0
2,42,44,0
2,42,45,0
2,42,46,0
2,42,47,0
2,42,48,0
2,43,43,0
2,43,44,0
2,43,45,0
2,43,46,0
2,43,47,0
2,43,48,0
2,44,44,0
2,44,45,0
2,44,46,0
2,44,47,0
2,44,48,0
2,45,45,0
2,45,46,0
2,45,47,0
2,45,48,0
2,46,46,0
2,46,47,0
2,46,48,0
2,47,47,0
2,47,48,0
2,48,48,0
3,1,1,0
3,1,2,0
3,1,3,0
3,1,4,0
3,1,5,0
3,1,6,0
3,1,7,0
3,1,8,0
3,1,9,0
3,1,10,0
3,1,11,0
3,1,12,0
3,1,13,0
3,1,14,0
3,1,15,0
3,1,16,0
3,1,17,0
3,1,18,0
3,1,19,0
3,1,20,0
3,1,21,0
3,1,22,0
3,1,23,0
3,1,24,0
3,1,25,0
3,1,26,0
3,1,27,0
3,1,28,0
3,1,29,0
3,1,30,0
3,1,31,0
3,1,32,0
3,1,33,0
3,1,34,0
3,1,35,0
3,1,36,0
3,1,37,0
3,1,38,0
3,1,39,0
3,1,40,0
3,1,41,0
3,1,42,0
3,1,43,0
3,1,44,0
3,1,45,0
3,1,46,0
3,1,47,0
3,1,48,0
3,2,2,0
3,2,3,0
3,2,4,0
3,2,5,0
3,2,6,0
3,2,7,0
3,2,8,0
3,2,9,0
3,2,10,0
3,2,11,0
3,2,12,0
3,2,13,0
3,2,14,0
3,2,15,0
3,2,16,0
3,2,17,0
3,2,18,0
3,2,19,0
3,2,20,0
3,2,21,0
3,2,22,0
3,2,23,0
3,2,24,0
3,2,25,0
3,2,26,0
3,2,27,0
3,2,28,0
3,2,29,0
3,2,30,0
3,2,31,0
3,2,32,0
3,2,33,0
3,2,34,0
3,2,35,0
3,2,36,0
3,2,37,0
3,2,38,0
3,2,39,0
3,2,40,0
3,2,41,0
3,2,42,0
3,2,43,0
3,2,44,0
3,2,45,0
3,2,46,0
3,2,47,0
3,2,48,0
3,3,3,0
3,3,4,0
3,3,5,0
3,3,6,0
3,3,7,0
3,3,8,0
3,3,9,0
3,3,10,0
3,3,11,0
3,3,12,0
3,3,13,0
3,3,14,0
3,3,15,0
3,3,16,0
3,3,17,0
3,3,18,0
3,3,19,0
3,3,20,0
3,3,21,0
3,3,22,0
3,3,23,0
3,3,24,0
3,3,25,0
3,3,26,0
3,3,27,0
3,3,28,0
3,3,29,0
3,3,30,0
3,3,31,0
3,3,32,0
3,3,33,0
3,3,34,0
3,3,35,0
3,3,36,0
3,3,37,0
3,3,38,0
3,3,39,0
3,3,40,0
3,3,41,0
3,3,42,0
3,3,43,0
3,3,44,0
3,3,45,0
3,3,46,0
3,3,47,0
3,3,48,0
3,4,4,0
3,4,5,0
3,4,6,0
3,4,7,0
3,4,8,0
3,4,9,0
3,4,10,0
3,4,11,0
3,4,12,0
3,4,13,0
3,4,14,0
3,4,15,0
3,4,16,0
3,4,17,0
3,4,18,0
3,4,19,0
3,4,20,0
3,4,21,0
3,4,22,0
3,4,23,0
3,4,24,0
3,4,25,0
3,4,26,0
3,4,27,0
3,4,28,0
3,4,29,0
3,4,30,0
3,4,31,0
3,4,32,0
3,4,33,0
3,4,34,0
3,4,35,0
3,4,36,0
3,4,37,0
3,4,38,0
3,4,39,0
3,4,40,0
3,4,41,0
3,4,42,0
3,4,43,0
3,4,44,0
3,4,45,0
3,4,46,0
3,4,47,0
3,4,48,0
3,5,5,0
3,5,6,0
3,5,7,0
3,5,8,0
3,5,9,0
3,5,10,0
3,5,11,0
3,5,12,0
3,5,13,0
3,5,14,0
3,5,15,0
3,5,16,0
3,5,17,0
3,5,18,0
3,5,19,0
3,5,20,0
3,5,21,0
3,5,22,0
3,5,23,0
3,5,24,0
3,5,25,0
3,5,26,0
3,5,27,0
3,5,28,0
3,5,29,0
3,5,30,0
3,5,31,0
3,5,32,0
3,5,33,0
3,5,34,0
3,5,35,0
3,5,36,0
3,5,37,0
3,5,38,0
3,5,39,0
3,5,40,0
3,5,41,0
3,5,42,0
3,5,43,0
3,5,44,0
3,5,45,0
3,5,46,0
3,5,47,0
3,5,48,0
3,6,6,0
3,6,7,0
3,6,8,0
3,6,9,0
3,6,10,0
3,6,11,0
3,6,12,0
3,6,13,0
3,6,14,0
3,6,15,0
3,6,16,0
3,6,17,0
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0
3,6,24,0
3,6,25,0
3,6,26,0
3,6,27,0
3,6,28,0
3,6,29,0
3,6,30,0
3,6,31,0
3,6,32,0
3,6,33,0
3,6,34,0
3,6,35,0
3,6,36,0
3,6,37,0
3,6,38,0
3,6,39,0
3,6,40,0
3,6,41,0
3,6,42,0
3,6,43,0
3,6,44,0
3,6,45,0
3,6,46,0
3,6,47,0
3,6,48,0
3,7,7,0
3,7,8,0
3,7,9,0
3,7,10,0
3,7,11,0
3,7,12,0
3,7,13,0
3,7,14,0
3,7,15,0
3,7,16,0
3,7,17,0
3,7,18,0
3,7,19,0
3,7,20,0
3,7,21,0
3,7,22,0
3,7,23,0
3,7,24,0
3,7,25,0
3,7,26,0
3,7,27,0
3,7,28,0
3,7,29,0
3,7,30,0
3,7,31,0
3,7,32,0
3,7,33,0
3,7,34,0
3,7,35,0
3,7,36,0
3,7,37,0
3,7,38,0
3,7,39,0
3,7,40,0
3,7,41,0
3,7,42,0
3,7,43,0
3,7,44,0
3,7,45,0
3,7,46,0
3,7,47,0
3,7,48,0
3,8,8,0
3,8,9,0
3,8,10,0
3,8,11,0
3,8,12,0
3,8,13,0
3,8,14,0
3,8,15,0
3,8,16,0
3,8,17,0
3,8,18,0
3,8,19,0
3,8,20,0
3,8,21,0
3,8,22,0
3,8,23,0
3,8,24,0
3,8,25,0
3,8,26,0
3,8,27,0
3,8,28,0
3,8,29,0
3,8,30,0
3,8,31,0
3,8,32,0
3,8,33,0
3,8,34,0
3,8,35,0
3,8,36,0
3,8,37,0
3,8,38,0
3,8,39,0
3,8,40,0
3,8,41,0
3,8,42,0
3,8,43,0
3,8,44,0
3,8,45,0
3,8,46,0
3,8,47,0
3,8,48,0
3,9,9,0
3,9,10,0
3,9,11,0
3,9,12,0
3,9,13,0
3,9,14,0
3,9,15,0
3,9,16,0
3,9,17,0
3,9,18,0
3,9,19,0
3,9,20,0
3,9,21,0
3,9,22,0
3,9,23,0
3,9,24,0
3,9,25,0
3,9,26,0
3,9,27,0
3,9,28,0
3,9,29,0
3,9,30,0
3,9,31,0
3,9,32,0
3,9,33,0
3,9,34,0
3,9,35,0
3,9,36,0
3,9,37,0
3,9,38,0
3,9,39,0
3,9,40,0
3,9,41,0
3,9,42,0
3,9,43,0
3,9,44,0
3,9,45,0
3,9,46,0
3,9,47,0
3,9,48,0
3,10,10,0
3,10,11,0
3,10,12,0
3,10,13,0
3,10,14,0
3,10,15,0
3,10,16,0
3,10,17,0
3,10,18,0
3,10,19,0
3,10,20,0
3,10,21,0
3,10,22,0
3,10,23,0
3,10,24,0
3,10,25,0
3,10,26,0
3,10,27,0
3,10,28,0
3,10,29,0
3,10,30,0
3,10,31,0
3,10,32,0
3,10,33,0
3,10,34,0
3,10,35,0
3,10,36,0
3,10,37,0
3,10,38,0
3,10,39,0
3,10,40,0
3,10,41,0
3,10,42,0
3,10,43,0
3,10,44,0
3,10,45,0
3,10,46,0
3,10,47,0
3,10,48,0
3,11,11,0
3,11,12,0
3,11,13,0
3,11,14,0
3,11,15,0
3,11,16,0
3,11,17,0
3,11,18,0
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0
3,11,23,0
3,11,24,0
3,11,25,0
3,11,26,0
3,11,27,0
3,11,28,0
3,11,29,0
3,11,30,0
3,11,31,0
3,11,32,0
3,11,33,0
3,11,34,0
3,11,35,0
3,11,36,0
3,11,37,0
3,11,38,0
3,11,39,0
3,11,40,0
3,11,41,0
3,11,42,0
3,11,43,0
3,11,44,0
3,11,45,0
3,11,46,0
3,11,47,0
3,11,48,0
3,12,12,0
3,12,13,0
3,12,14,0
3,12,15,0
3,12,16,0
3,12,17,0
3,12,18,0
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,12,25,0
3,12,26,0
3,12,27,0
3,12,28,0
3,12,29,0
3,12,30,0
3,12,31,0
3,12,32,0
3,12,33,0
3,12,34,0
3,12,35,0
3,12,36,0
3,12,37,0
3,12,38,0
3,12,39,0
3,12,40,0
3,12,41,0
3,12,42,0
3,12,43,0
3,12,44,0
3,12,45,0
3,12,46,0
3,12,47,0
3,12,48,0
3,13,13,0
3,13,14,0
3,13,15,0
3,13,16,0
3,13,17,0
3,13,18,0
3,13,19,0
3,13,20,0
3,13,21,0
3,13,22,0
3,13,23,0
3,13,24,0
3,13,25,0
3,13,26,0
3,13,27,0
3,13,28,0
3,13,29,0
3,13,30,0
3,13,31,0
3,13,32,0
3,13,33,0
3,13,34,0
3,13,35,0
3,13,36,0
3,13,37,0
3,13,38,0
3,13,39,0
3,13,40,0
3,13,41,0
3,13,42,0
3,13,43,0
3,13,44,0
3,13,45,0
3,13,46,0
3,13,47,0
3,13,48,0
3,14,14,0
3,14,15,0
3,14,16,0
3,14,17,0
3,14,18,0
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0
3,14,25,0
3,14,26,0
3,14,27,0
3,14,28,0
3,14,29,0
3,14,30,0
3,14,31,0
3,14,32,0
3,14,33,0
3,14,34,0
3,14,35,0
3,14,36,0
3,14,37,0
3,14,38,0
3,14,39,0
3,14,40,0
3,14,41,0
3,14,42,0
3,14,43,0
3,14,44,0
3,14,45,0
3,14,46,0
3,14,47,0
3,14,48,0
3,15,15,0
3,15,16,0
3,15,17,0
3,15,18,0
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,15,25,0
3,15,26,0
3,15,27,0
3,15,28,0
3,15,29,0
3,15,30,0
3,15,31,0
3,15,32,0
3,15,33,0
3,15,34,0
3,15,35,0
3,15,36,0
3,15,37,0
3,15,38,0
3,15,39,0
3,15,40,0
3,15,41,0
3,15,42,0
3,15,43,0
3,15,44,0
3,15,45,0
3,15,46,0
3,15,47,0
3,15,48,0
3,16,16,0
3,16,17,0
3,16,18,0
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,16,25,0
3,16,26,0
3,16,27,0
3,16,28,0
3,16,29,0
3,16,30,0
3,16,31,0
3,16,32,0
3,16,33,0
3,16,34,0
3,16,35,0
3,16,36,0
3,16,37,0
3,16,38,0
3,16,39,0
3,16,40,0
3,16,41,0
3,16,42,0
3,16,43,0
3,16,44,0
3,16,45,0
3,16,46,0
3,16,47,0
3,16,48,0
3,17,17,0
3,17,18,0
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,17,25,0
3,17,26,0
3,17,27,0
3,17,28,0
3,17,29,0
3,17,30,0
3,17,31,0
3,17,32,0
3,17,33,0
3,17,34,0
3,17,35,0
3,17,36,0
3,17,37,0
3,17,38,0
3,17,39,0
3,17,40,0
3,17,41,0
3,17,42,0
3,17,43,0
3,17,44,0
3,17,45,0
3,17,46,0
3,17,47,0
3,17,48,0
3,18,18,0
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,18,25,0
3,18,26,0
3,18,27,0
3,18,28,0
3,18,29,0
3,18,30,0
3,18,31,0
3,18,32,0
3,18,33,0
3,18,34,0
3,18,35,0
3,18,36,0
3,18,37,0
3,18,38,0
3,18,39,0
3,18,40,0
3,18,41,0
3,18,42,0
3,18,43,0
3,18,44,0
3,18,45,0
3,18,46,0
3,18,47,0
3,18,48,0
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,19,25,0
3,19,26,0
3,19,27,0
3,19,28,0
3,19,29,0
3,19,30,0
3,19,31,0
3,19,32,0
3,19,33,0
3,19,34,0
3,19,35,0
3,19,36,0
3,19,37,0
3,19,38,0
3,19,39,0
3,19,40,0
3,19,41,0
3,19,42,0
3,19,43,0
3,19,44,0
3,19,45,0
3,19,46,0
3,19,47,0
3,19,48,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,20,25,0
3,20,26,0
3,20,27,0
3,20,28,0
3,20,29,0
3,20,30,0
3,20,31,0
3,20,32,0
3,20,33,0
3,20,34,0
3,20,35,0
3,20,36,0
3,20,37,0
3,20,38,0
3,20,39,0
3,20,40,0
3,20,41,0
3,20,42,0
3,20,43,0
3,20,44,0
3,20,45,0
3,20,46,0
3,20,47,0
3,20,48,0
3,21,21,0
3,21,22,0
3,21,23,0
3,21,24,0
3,21,25,0
3,21,26,0
3,21,27,0
3,21,28,0
3,21,29,0
3,21,30,0
3,21,31,0
3,21,32,0
3,21,33,0
3,21,34,0
3,21,35,0
3,21,36,0
3,21,37,0
3,21,38,0
3,21,39,0
3,21,40,0
3,21,41,0
3,21,42,0
3,21,43,0
3,21,44,0
3,21,45,0
3,21,46,0
3,21,47,0
3,21,48,0
3,22,22,0
3,22,23,0
3,22,24,0
3,22,25,0
3,22,26,0
3,22,27,0
3,22,28,0
3,22,29,0
3,22,30,0
3,22,31,0
3,22,32,0
3,22,33,0
3,22,34,0
3,22,35,0
3,22,36,0
3,22,37,0
3,22,38,0
3,22,39,0
3,22,40,0
3,22,41,0
3,22,42,0
3,22,43,0
3,22,44,0
3,22,45,0
3,22,46,0
3,22,47,0
3,22,48,0
3,23,23,0
3,23,24,0
3,23,25,0
3,23,26,0
3,23,27,0
3,23,28,0
3,23,29,0
3,23,30,0
3,23,31,0
3,23,32,0
3,23,33,0
3,23,34,0
3,23,35,0
3,23,36,0
3,23,37,0
3,23,38,0
3,23,39,0
3,23,40,0
3,23,41,0
3,23,42,0
3,23,43,0
3,23,44,0
3,23,45,0
3,23,46,0
3,23,47,0
3,23,48,0
3,24,24,0
3,24,25,0
3,24,26,0
3,24,27,0
3,24,28,0
3,24,29,0
3,24,30,0
3,24,31,0
3,24,32,0
3,24,33,0
3,24,34,0
3,24,35,0
3,24,36,0
3,24,37,0
3,24,38,0
3,24,39,0
3,24,40,0
3,24,41,0
3,24,42,0
3,24,43,0
3,24,44,0
3,24,45,0
3,24,46,0
3,24,47,0
3,24,48,0
3,25,25,0
3,25,26,0
3,25,27,0
3,25,28,0
3,25,29,0
3,25,30,0
3,25,31,0
3,25,32,0
3,25,33,0
3,25,34,0
3,25,35,0
3,25,36,0
3,25,37,0
3,25,38,0
3,25,39,0
3,25,40,0
3,25,41,0
3,25,42,0
3,25,43,0
3,25,44,0
3,25,45,0
3,25,46,0
3,25,47,0
3,25,48,0
3,26,26,0
3,26,27,0
3,26,28,0
3,26,29,0
3,26,30,0
3,26,31,0
3,26,32,0
3,26,33,0
3,26,34,0
3,26,35,0
3,26,36,0
3,26,37,0
3,26,38,0
3,26,39,0
3,26,40,0
3,26,41,0
3,26,42,0
3,26,43,0
3,26,44,0
3,26,45,0
3,26,46,0
3,26,47,0
3,26,48,0
3,27,27,0
3,27,28,0
3,27,29,0
3,27,30,0
3,27,31,0
3,27,32,0
3,27,33,0
3,27,34,0
3,27,35,0
3,27,36,0
3,27,37,0
3,27,38,0
3,27,39,0
3,27,40,0
3,27,41,0
3,27,42,0
3,27,43,0
3,27,44,0
3,27,45,0
3,27,46,0
3,27,47,0
3,27,48,0
3,28,28,0
3,28,29,0
3,28,30,0
3,28,31,0
3,28,32,0
3,28,33,0
3,28,34,0
3,28,35,0
3,28,36,0
3,28,37,0
3,28,38,0
3,28,39,0
3,28,40,0
3,28,41,0
3,28,42,0
3,28,43,0
3,28,44,0
3,28,45,0
3,28,46,0
3,28,47,0
3,28,48,0
3,29,29,0
3,29,30,0
3,29,31,0
3,29,32,0
3,29,33,0
3,29,34,0
3,29,35,0
3,29,36,0
3,29,37,0
3,29,38,0
3,29,39,0
3,29,40,0
3,29,41,0
3,29,42,0
3,29,43,0
3,29,44,0
3,29,45,0
3,29,46,0
3,29,47,0
3,29,48,0
3,30,30,0
3,30,31,0
3,30,32,0
3,30,33,0
3,30,34,0
3,30,35,0
3,30,36,0
3,30,37,0
3,30,38,0
3,30,39,0
3,30,40,0
3,30,41,0
3,30,42,0
3,30,43,0
3,30,44,0
3,30,45,0
3,30,46,0
3,30,47,0
3,30,48,0
3,31,31,0
3,31,32,0
3,31,33,0
3,31,34,0
3,31,35,0
3,31,36,0
3,31,37,0
3,31,38,0
3,31,39,0
3,31,40,0
3,31,41,0
3,31,42,0
3,31,43,0
3,31,44,0
3,31,45,0
3,31,46,0
3,31,47,0
3,31,48,0
3,32,32,0
3,32,33,0
3,32,34,0
3,32,35,0
3,32,36,0
3,32,37,0
3,32,38,0
3,32,39,0
3,32,40,0
3,32,41,0
3,32,42,0
3,32,43,0
3,32,44,0
3,32,45,0
3,32,46,0
3,32,47,0
3,32,48,0
3,33,33,0
3,33,34,0
3,33,35,0
3,33,36,0
3,33,37,0
3,33,38,0
3,33,39,0
3,33,40,0
3,33,41,0
3,33,42,0
3,33,43,0
3,33,44,0
3,33,45,0
3,33,46,0
3,33,47,0
3,33,48,0
3,34,34,0
3,34,35,0
3,34,36,0
3,34,37,0
3,34,38,0
3,34,39,0
3,34,40,0
3,34,41,0
3,34,42,0
3,34,43,0
3,34,44,0
3,34,45,0
3,34,46,0
3,34,47,0
3,34,48,0
3,35,35,0
3,35,36,0
3,35,37,0
3,35,38,0
3,35,39,0
3,35,40,0
3,35,41,0
3,35,42,0
3,35,43,0
3,35,44,0
3,35,45,0
3,35,46,0
3,35,47,0
3,35,48,0
3,36,36,0
3,36,37,0
3,36,38,0
3,36,39,0
3,36,40,0
3,36,41,0
3,36,42,0
